date,EA,isPartial
2011-05-11,32,False
2011-05-12,29,False
2011-05-13,31,False
2011-05-14,36,False
2011-05-15,37,False
2011-05-16,34,False
2011-05-17,34,False
2011-05-18,32,False
2011-05-19,33,False
2011-05-20,32,False
2011-05-21,39,False
2011-05-22,39,False
2011-05-23,32,False
2011-05-24,33,False
2011-05-25,35,False
2011-05-26,33,False
2011-05-27,32,False
2011-05-28,40,False
2011-05-29,40,False
2011-05-30,33,False
2011-05-31,36,False
2011-06-01,36,False
2011-06-02,40,False
2011-06-03,38,False
2011-06-04,45,False
2011-06-05,39,False
2011-06-06,48,False
2011-06-07,44,False
2011-06-08,37,False
2011-06-09,35,False
2011-06-10,36,False
2011-06-11,38,False
2011-06-12,43,False
2011-06-13,40,False
2011-06-14,34,False
2011-06-15,43,False
2011-06-16,37,False
2011-06-17,38,False
2011-06-18,42,False
2011-06-19,37,False
2011-06-20,35,False
2011-06-21,33,False
2011-06-22,34,False
2011-06-23,38,False
2011-06-24,41,False
2011-06-25,39,False
2011-06-26,45,False
2011-06-27,35,False
2011-06-28,35,False
2011-06-29,36,False
2011-06-30,35,False
2011-07-01,34,False
2011-07-02,39,False
2011-07-03,38,False
2011-07-04,36,False
2011-07-05,35,False
2011-07-06,34,False
2011-07-07,33,False
2011-07-08,31,False
2011-07-09,38,False
2011-07-10,40,False
2011-07-11,36,False
2011-07-12,37,False
2011-07-13,35,False
2011-07-14,35,False
2011-07-15,36,False
2011-07-16,43,False
2011-07-17,39,False
2011-07-18,36,False
2011-07-19,34,False
2011-07-20,32,False
2011-07-21,40,False
2011-07-22,38,False
2011-07-23,39,False
2011-07-24,36,False
2011-07-25,35,False
2011-07-26,34,False
2011-07-27,37,False
2011-07-28,40,False
2011-07-29,40,False
2011-07-30,40,False
2011-07-31,45,False
2011-08-01,36,False
2011-08-02,41,False
2011-08-03,34,False
2011-08-04,33,False
2011-08-05,37,False
2011-08-06,41,False
2011-08-07,43,False
2011-08-08,34,False
2011-08-09,34,False
2011-08-10,36,False
2011-08-11,35,False
2011-08-12,34,False
2011-08-13,44,False
2011-08-14,43,False
2011-08-15,40,False
2011-08-16,43,False
2011-08-17,39,False
2011-08-18,38,False
2011-08-19,36,False
2011-08-20,40,False
2011-08-21,40,False
2011-08-22,44,False
2011-08-23,41,False
2011-08-24,33,False
2011-08-25,37,False
2011-08-26,38,False
2011-08-27,40,False
2011-08-28,42,False
2011-08-29,36,False
2011-08-30,39,False
2011-08-31,38,False
2011-09-01,37,False
2011-09-02,39,False
2011-09-03,38,False
2011-09-04,40,False
2011-09-05,34,False
2011-09-06,32,False
2011-09-07,36,False
2011-09-08,35,False
2011-09-09,32,False
2011-09-10,41,False
2011-09-11,40,False
2011-09-12,37,False
2011-09-13,48,False
2011-09-14,39,False
2011-09-15,37,False
2011-09-16,38,False
2011-09-17,45,False
2011-09-18,44,False
2011-09-19,37,False
2011-09-20,61,False
2011-09-21,51,False
2011-09-22,47,False
2011-09-23,42,False
2011-09-24,51,False
2011-09-25,55,False
2011-09-26,49,False
2011-09-27,62,False
2011-09-28,58,False
2011-09-29,100,False
2011-09-30,76,False
2011-10-01,71,False
2011-10-02,69,False
2011-10-03,52,False
2011-10-04,47,False
2011-10-05,46,False
2011-10-06,42,False
2011-10-07,46,False
2011-10-08,51,False
2011-10-09,52,False
2011-10-10,48,False
2011-10-11,44,False
2011-10-12,41,False
2011-10-13,38,False
2011-10-14,40,False
2011-10-15,43,False
2011-10-16,44,False
2011-10-17,37,False
2011-10-18,37,False
2011-10-19,37,False
2011-10-20,41,False
2011-10-21,42,False
2011-10-22,50,False
2011-10-23,45,False
2011-10-24,46,False
2011-10-25,65,False
2011-10-26,70,False
2011-10-27,80,False
2011-10-28,71,False
2011-10-29,63,False
2011-10-30,59,False
2011-10-31,52,False
2011-11-01,52,False
2011-11-02,61,False
2011-11-03,47,False
2011-11-04,45,False
2011-11-05,49,False
2011-11-06,49,False
2011-11-07,39,False
2011-11-08,40,False
2011-11-09,38,False
2011-11-10,41,False
2011-11-11,37,False
2011-11-12,38,False
2011-11-13,40,False
2011-11-14,33,False
2011-11-15,35,False
2011-11-16,34,False
2011-11-17,33,False
2011-11-18,37,False
2011-11-19,37,False
2011-11-20,39,False
2011-11-21,32,False
2011-11-22,35,False
2011-11-23,33,False
2011-11-24,37,False
2011-11-25,41,False
2011-11-26,43,False
2011-11-27,37,False
2011-11-28,36,False
2011-11-29,36,False
2011-11-30,35,False
2011-12-01,34,False
2011-12-02,34,False
2011-12-03,39,False
2011-12-04,40,False
2011-12-05,33,False
2011-12-06,40,False
2011-12-07,37,False
2011-12-08,34,False
2011-12-09,37,False
2011-12-10,42,False
2011-12-11,44,False
2011-12-12,39,False
2011-12-13,48,False
2011-12-14,40,False
2011-12-15,39,False
2011-12-16,37,False
2011-12-17,49,False
2011-12-18,43,False
2011-12-19,38,False
2011-12-20,41,False
2011-12-21,40,False
2011-12-22,43,False
2011-12-23,41,False
2011-12-24,43,False
2011-12-25,52,False
2011-12-26,47,False
2011-12-27,42,False
2011-12-28,45,False
2011-12-29,43,False
2011-12-30,43,False
2011-12-31,42,False
2012-01-01,47,False
2012-01-02,42,False
2012-01-03,37,False
2012-01-04,38,False
2012-01-05,36,False
2012-01-06,38,False
2012-01-07,39,False
2012-01-08,42,False
2012-01-09,34,False
2012-01-10,35,False
2012-01-11,36,False
2012-01-12,34,False
2012-01-13,38,False
2012-01-14,43,False
2012-01-15,42,False
2012-01-16,34,False
2012-01-17,35,False
2012-01-18,37,False
2012-01-19,40,False
2012-01-20,37,False
2012-01-21,40,False
2012-01-22,37,False
2012-01-23,34,False
2012-01-24,33,False
2012-01-25,30,False
2012-01-26,32,False
