date,FOX,isPartial
2015-08-18,57,False
2015-08-19,68,False
2015-08-20,72,False
2015-08-21,66,False
2015-08-22,70,False
2015-08-23,67,False
2015-08-24,69,False
2015-08-25,61,False
2015-08-26,68,False
2015-08-27,65,False
2015-08-28,63,False
2015-08-29,60,False
2015-08-30,60,False
2015-08-31,58,False
2015-09-01,69,False
2015-09-02,66,False
2015-09-03,67,False
2015-09-04,64,False
2015-09-05,60,False
2015-09-06,61,False
2015-09-07,54,False
2015-09-08,60,False
2015-09-09,57,False
2015-09-10,61,False
2015-09-11,64,False
2015-09-12,66,False
2015-09-13,69,False
2015-09-14,58,False
2015-09-15,62,False
2015-09-16,66,False
2015-09-17,71,False
2015-09-18,67,False
2015-09-19,65,False
2015-09-20,76,False
2015-09-21,61,False
2015-09-22,66,False
2015-09-23,71,False
2015-09-24,72,False
2015-09-25,64,False
2015-09-26,63,False
2015-09-27,72,False
2015-09-28,58,False
2015-09-29,62,False
2015-09-30,68,False
2015-10-01,69,False
2015-10-02,67,False
2015-10-03,67,False
2015-10-04,71,False
2015-10-05,59,False
2015-10-06,58,False
2015-10-07,58,False
2015-10-08,68,False
2015-10-09,65,False
2015-10-10,66,False
2015-10-11,72,False
2015-10-12,72,False
2015-10-13,60,False
2015-10-14,64,False
2015-10-15,62,False
2015-10-16,61,False
2015-10-17,64,False
2015-10-18,70,False
2015-10-19,58,False
2015-10-20,65,False
2015-10-21,89,False
2015-10-22,100,False
2015-10-23,77,False
2015-10-24,71,False
2015-10-25,74,False
2015-10-26,64,False
2015-10-27,62,False
2015-10-28,68,False
2015-10-29,70,False
2015-10-30,63,False
2015-10-31,66,False
2015-11-01,81,False
2015-11-02,68,False
2015-11-03,63,False
2015-11-04,63,False
2015-11-05,65,False
2015-11-06,62,False
2015-11-07,61,False
2015-11-08,67,False
2015-11-09,71,False
2015-11-10,70,False
2015-11-11,89,False
2015-11-12,58,False
2015-11-13,65,False
2015-11-14,82,False
2015-11-15,72,False
2015-11-16,65,False
2015-11-17,66,False
2015-11-18,61,False
2015-11-19,61,False
2015-11-20,61,False
2015-11-21,69,False
2015-11-22,68,False
2015-11-23,60,False
2015-11-24,62,False
2015-11-25,56,False
2015-11-26,57,False
2015-11-27,60,False
2015-11-28,62,False
2015-11-29,71,False
2015-11-30,59,False
2015-12-01,56,False
2015-12-02,69,False
2015-12-03,82,False
2015-12-04,63,False
2015-12-05,60,False
2015-12-06,67,False
2015-12-07,64,False
2015-12-08,65,False
2015-12-09,60,False
2015-12-10,63,False
2015-12-11,61,False
2015-12-12,60,False
2015-12-13,64,False
2015-12-14,59,False
2015-12-15,60,False
2015-12-16,64,False
2015-12-17,62,False
2015-12-18,58,False
2015-12-19,58,False
2015-12-20,75,False
2015-12-21,61,False
2015-12-22,60,False
2015-12-23,59,False
2015-12-24,56,False
2015-12-25,55,False
2015-12-26,59,False
2015-12-27,68,False
2015-12-28,64,False
2015-12-29,62,False
2015-12-30,60,False
2015-12-31,65,False
2016-01-01,66,False
2016-01-02,57,False
2016-01-03,61,False
2016-01-04,54,False
2016-01-05,57,False
2016-01-06,56,False
2016-01-07,57,False
2016-01-08,57,False
2016-01-09,55,False
2016-01-10,61,False
2016-01-11,57,False
2016-01-12,57,False
2016-01-13,58,False
2016-01-14,61,False
2016-01-15,79,False
2016-01-16,54,False
2016-01-17,62,False
2016-01-18,55,False
2016-01-19,60,False
2016-01-20,62,False
2016-01-21,61,False
2016-01-22,62,False
2016-01-23,59,False
2016-01-24,71,False
2016-01-25,67,False
2016-01-26,62,False
2016-01-27,66,False
2016-01-28,64,False
2016-01-29,96,False
2016-01-30,61,False
2016-01-31,62,False
2016-02-01,62,False
2016-02-02,71,False
2016-02-03,58,False
2016-02-04,57,False
2016-02-05,56,False
2016-02-06,55,False
2016-02-07,60,False
2016-02-08,55,False
2016-02-09,60,False
2016-02-10,66,False
2016-02-11,56,False
2016-02-12,57,False
2016-02-13,60,False
2016-02-14,61,False
2016-02-15,62,False
2016-02-16,60,False
2016-02-17,60,False
2016-02-18,57,False
2016-02-19,60,False
2016-02-20,55,False
2016-02-21,66,False
2016-02-22,55,False
2016-02-23,63,False
2016-02-24,66,False
2016-02-25,61,False
2016-02-26,62,False
2016-02-27,54,False
2016-02-28,57,False
2016-02-29,55,False
2016-03-01,61,False
2016-03-02,72,False
2016-03-03,67,False
2016-03-04,92,False
2016-03-05,59,False
2016-03-06,64,False
2016-03-07,56,False
2016-03-08,60,False
2016-03-09,65,False
2016-03-10,61,False
2016-03-11,61,False
2016-03-12,60,False
2016-03-13,60,False
2016-03-14,54,False
2016-03-15,60,False
2016-03-16,70,False
2016-03-17,58,False
2016-03-18,56,False
2016-03-19,57,False
2016-03-20,61,False
2016-03-21,59,False
2016-03-22,59,False
2016-03-23,59,False
2016-03-24,59,False
2016-03-25,57,False
2016-03-26,54,False
2016-03-27,55,False
2016-03-28,58,False
2016-03-29,55,False
2016-03-30,55,False
2016-03-31,55,False
2016-04-01,54,False
2016-04-02,57,False
2016-04-03,58,False
2016-04-04,58,False
2016-04-05,58,False
2016-04-06,66,False
2016-04-07,57,False
2016-04-08,59,False
2016-04-09,56,False
2016-04-10,56,False
2016-04-11,53,False
2016-04-12,75,False
2016-04-13,73,False
2016-04-14,62,False
2016-04-15,60,False
2016-04-16,56,False
2016-04-17,58,False
2016-04-18,55,False
2016-04-19,53,False
2016-04-20,59,False
2016-04-21,59,False
2016-04-22,59,False
2016-04-23,59,False
2016-04-24,55,False
2016-04-25,55,False
2016-04-26,62,False
2016-04-27,61,False
2016-04-28,60,False
2016-04-29,57,False
2016-04-30,53,False
2016-05-01,58,False
2016-05-02,53,False
2016-05-03,58,False
2016-05-04,72,False
